sheet_sources,track_present,crash_present,flight_no,route,aircraft_no,aircraft_type,time_local_cst,time_utc,unix_time,longitude,latitude,altitude_ft,altitude_m,ground_speed_kn,ground_speed_kph,vertical_speed_fpm,vertical_speed_fpm_calc,heading_deg,squawk,fr24_match,fr24_time_delta_s,fr24_time_utc,fr24_no_position,fr24_altitude_ft,fr24_speed_kn,fr24_track_deg,fr24_vspeed_fpm,fdr_overlap,fdr_offset_s,fdr_time_abs,seconds_to_fdr_end,fdr_time_local_cst,fdr_altitude_press,fdr_altitude_press_quality,fdr_ground_spd,fdr_ground_spd_quality,fdr_heading,fdr_heading_quality,fdr_pitch_angle,fdr_pitch_angle_quality,fdr_roll_angle,fdr_roll_angle_quality,fdr_roll_rate,fdr_roll_rate_quality,fdr_absolute_roll_rate,fdr_absolute_roll_rate_quality,fdr_yaw_rate,fdr_yaw_rate_quality,fdr_accel_vert,fdr_accel_vert_quality,fdr_accel_long,fdr_accel_long_quality,fdr_accel_lat,fdr_accel_lat_quality,fdr_ctrl_col_pos_l,fdr_ctrl_col_pos_l_quality,fdr_ctrl_whl_pos_l,fdr_ctrl_whl_pos_l_quality,fdr_elevator_l,fdr_elevator_l_quality,fdr_elevator_r,fdr_elevator_r_quality,fdr_aileron_l,fdr_aileron_l_quality,fdr_aileron_r,fdr_aileron_r_quality,fdr_rudder,fdr_rudder_quality,fdr_eng1_fuel_flow,fdr_eng1_fuel_flow_quality,fdr_eng2_fuel_flow,fdr_eng2_fuel_flow_quality,fdr_eng1_n1,fdr_eng1_n1_quality,fdr_eng2_n1,fdr_eng2_n1_quality,fdr_eng1_n2_actual,fdr_eng1_n2_actual_quality,fdr_eng2_n2_actual,fdr_eng2_n2_actual_quality,fdr_eng1_cutoff_sw,fdr_eng1_cutoff_sw_quality,fdr_eng2_cutoff_sw,fdr_eng2_cutoff_sw_quality
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:40,2022-03-21T06:12:40Z,1647843160.000,109.766319,23.551571,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288472.4,505.1391,2022-03-21 14:12:40,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.9905,interpolated,0.0469,observed,-0.0162,observed,0.7,observed,3.16,observed,-3.75,observed,-3.39,observed,-2.54,observed,3.91,observed,,missing,,missing,2562.706399,interpolated,,missing,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:41,2022-03-21T06:12:41Z,1647843161.000,109.76944,23.55093,29100,8869.679688,456,844.512024,-64,0,103,2101,none,,,,,,,,1,1647554687.600,288473.4,504.1391,2022-03-21 14:12:41,29099,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.991346,interpolated,0.049,observed,-0.0162,observed,0.68,observed,3.52,observed,-3.7,observed,-3.39,observed,-2.59,observed,3.95,observed,-1,interpolated,2592,interpolated,2570.587202,interpolated,83.38,interpolated,83.417548,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:42,2022-03-21T06:12:42Z,1647843162.000,109.771271,23.55057,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.496,2022-03-21 06:12:42Z.496,P,29100,456,102,0,1,1647554687.600,288474.4,503.1391,2022-03-21 14:12:42,29099.2484,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.05592,interpolated,-0.0625,interpolated,-0.1,interpolated,0.9928,interpolated,0.049,observed,-0.0182,observed,0.68,observed,3.16,observed,-3.75,observed,-3.34,observed,-2.54,observed,3.95,observed,-1,interpolated,2592,interpolated,2576,interpolated,83.38,interpolated,83.38,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:43,2022-03-21T06:12:43Z,1647843163.000,109.773468,23.550131,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.504,2022-03-21 06:12:42Z.496,P,29100,456,102,0,1,1647554687.600,288475.4,502.1391,2022-03-21 14:12:43,29099,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,0,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.99361,interpolated,0.049,observed,-0.0162,observed,0.7,observed,3.16,observed,-3.7,observed,-3.34,observed,-2.54,observed,3.91,observed,-1,interpolated,2589.412798,interpolated,2576,interpolated,83.38,interpolated,83.462452,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:44,2022-03-21T06:12:44Z,1647843164.000,109.775749,23.54965,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288476.4,501.1391,2022-03-21 14:12:44,29100,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.9973,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.75,observed,-3.39,observed,-2.59,observed,3.91,observed,-1,interpolated,2578.587202,interpolated,2576,interpolated,83.38,interpolated,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:45,2022-03-21T06:12:45Z,1647843165.000,109.777977,23.549191,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288477.4,500.1391,2022-03-21 14:12:45,29099.7516,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.991954,interpolated,0.049,observed,-0.0162,observed,0.68,observed,3.52,observed,-3.75,observed,-3.39,observed,-2.64,observed,3.95,observed,-1,interpolated,2592,interpolated,2565.412798,interpolated,83.38,interpolated,83.417548,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:46,2022-03-21T06:12:46Z,1647843166.000,109.780617,23.548639,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288478.4,499.1391,2022-03-21 14:12:46,29100,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9859,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.52,observed,-3.8,observed,-3.39,observed,-2.64,observed,3.95,observed,-1,interpolated,,missing,2570.587202,interpolated,,missing,83.462452,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:47,2022-03-21T06:12:47Z,1647843167.000,109.78244,23.54826,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288479.4,498.1391,2022-03-21 14:12:47,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2581.293601,interpolated,,missing,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:48,2022-03-21T06:12:48Z,1647843168.000,109.785133,23.547701,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.036,2022-03-21 06:12:48Z.036,P,29100,456,102,0,1,1647554687.600,288480.4,497.1391,2022-03-21 14:12:48,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.981907,interpolated,0.0469,observed,-0.0142,observed,0.68,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.59,observed,3.91,observed,,missing,,missing,2589.293601,interpolated,,missing,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:49,2022-03-21T06:12:49Z,1647843169.000,109.786903,23.547331,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.964,2022-03-21 06:12:48Z.036,P,29100,456,102,0,1,1647554687.600,288481.4,496.1391,2022-03-21 14:12:49,29101,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,0,interpolated,-0.0625,interpolated,-0.1,interpolated,0.9859,interpolated,0.049,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.59,observed,3.91,observed,-1,interpolated,2592,interpolated,2581.412798,interpolated,83.5,interpolated,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:50,2022-03-21T06:12:50Z,1647843170.000,109.789169,23.54686,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288482.4,495.1391,2022-03-21 14:12:50,29100.7516,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.989654,interpolated,0.049,observed,-0.0142,observed,0.68,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.54,observed,3.91,observed,-1,interpolated,2592,interpolated,2576,interpolated,83.5,interpolated,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:51,2022-03-21T06:12:51Z,1647843171.000,109.790947,23.54649,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288483.4,494.1391,2022-03-21 14:12:51,29099.7516,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.04408,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.9859,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.75,observed,-3.34,observed,-2.54,observed,3.91,observed,-1,interpolated,2592,interpolated,2576,interpolated,83.5,interpolated,83.589323,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:52,2022-03-21T06:12:52Z,1647843172.000,109.793167,23.54603,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.360,2022-03-21 06:12:52Z.360,P,29100,456,102,0,1,1647554687.600,288484.4,493.1391,2022-03-21 14:12:52,29099.503199,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.992156,interpolated,0.0469,observed,-0.0182,observed,0.68,observed,3.16,observed,-3.7,observed,-3.34,observed,-2.59,observed,3.95,observed,-1,interpolated,2592,interpolated,2576,interpolated,83.5,interpolated,83.63,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:53,2022-03-21T06:12:53Z,1647843173.000,109.796303,23.545389,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.640,2022-03-21 06:12:52Z.360,P,29100,456,102,0,1,1647554687.600,288485.4,492.1391,2022-03-21 14:12:53,29097.2484,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9836,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.87,observed,-3.7,observed,-3.39,observed,-2.69,observed,4,observed,-1,interpolated,2592,interpolated,2576,interpolated,83.5,interpolated,83.63,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:54,2022-03-21T06:12:54Z,1647843174.000,109.798111,23.545031,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288486.4,491.1391,2022-03-21 14:12:54,29098.2484,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.35,interpolated,0.1,interpolated,-0.0625,interpolated,-0.1,interpolated,0.988807,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.52,observed,-3.7,observed,-3.39,observed,-2.69,observed,4,observed,-1,interpolated,,missing,2576,interpolated,,missing,83.63,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:55,2022-03-21T06:12:55Z,1647843175.000,109.800758,23.544479,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288487.4,490.1391,2022-03-21 14:12:55,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2581.293601,interpolated,,missing,83.585338,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:56,2022-03-21T06:12:56Z,1647843176.000,109.803009,23.54398,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288488.4,489.1391,2022-03-21 14:12:56,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.989654,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.59,observed,3.95,observed,,missing,,missing,2589.293601,interpolated,,missing,83.520338,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:57,2022-03-21T06:12:57Z,1647843177.000,109.804787,23.54365,29100,8869.679688,456,844.512024,0,0,103,2101,nearest,0.998,2022-03-21 06:12:57Z.998,P,29100,456,102,-64,1,1647554687.600,288489.4,488.1391,2022-03-21 14:12:57,29096.7516,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.987354,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.75,observed,-3.39,observed,-2.59,observed,3.91,observed,-1,interpolated,2592,interpolated,2592,interpolated,83.5,interpolated,83.589323,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:58,2022-03-21T06:12:58Z,1647843178.000,109.80748,23.5431,29100,8869.679688,456,844.512024,-64,0,103,2101,nearest,0.002,2022-03-21 06:12:57Z.998,P,29100,456,102,-64,1,1647554687.600,288490.4,487.1391,2022-03-21 14:12:58,29096.503199,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.04408,interpolated,-0.0625,interpolated,-0.1,interpolated,0.9905,interpolated,0.049,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.75,observed,-3.34,observed,-2.59,observed,3.95,observed,-1,interpolated,2592,interpolated,2581.412798,interpolated,83.5,interpolated,83.540677,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:12:59,2022-03-21T06:12:59Z,1647843179.000,109.810654,23.542419,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288491.4,486.1391,2022-03-21 14:12:59,29095,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,-0.0625,interpolated,-0.1,interpolated,0.99419,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.7,observed,-3.39,observed,-2.59,observed,3.95,observed,-1,interpolated,2592,interpolated,2576,interpolated,83.5,interpolated,83.5,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:00,2022-03-21T06:13:00Z,1647843180.000,109.811958,23.54216,29100,8869.679688,456,844.512024,0,0,103,2101,none,,,,,,,,1,1647554687.600,288492.4,485.1391,2022-03-21 14:13:00,29095,interpolated,454,interpolated,104.06,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.995846,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.7,observed,-3.34,observed,-2.59,observed,3.95,observed,-1,interpolated,2594.587202,interpolated,2586.587202,interpolated,83.5,interpolated,83.589323,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:01,2022-03-21T06:13:01Z,1647843181.000,109.814194,23.541691,29100,8869.679688,455,842.659973,0,0,103,2101,none,,,,,,,,1,1647554687.600,288493.4,484.1391,2022-03-21 14:13:01,29093.2484,interpolated,453.8876,interpolated,104.06,interpolated,2.81,interpolated,0.53,interpolated,-0.04408,interpolated,0,interpolated,0,interpolated,0.996693,interpolated,0.049,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.8,observed,-3.44,observed,-2.59,observed,3.95,observed,-1,interpolated,2608,interpolated,2592,interpolated,83.5,interpolated,83.63,interpolated,92.375,interpolated,92.426463,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:02,2022-03-21T06:13:02Z,1647843182.000,109.816437,23.541229,29100,8869.679688,455,842.659973,0,0,103,2101,none,,,,,,,,1,1647554687.600,288494.4,483.1391,2022-03-21 14:13:02,29095,interpolated,453.5,interpolated,104.06,interpolated,2.81,interpolated,0.53,interpolated,0,interpolated,-0.0625,interpolated,-0.1,interpolated,0.99419,interpolated,0.0469,observed,-0.0162,observed,0.68,observed,3.16,observed,-3.8,observed,-3.44,observed,-2.59,observed,3.91,observed,-1,interpolated,,missing,2592,interpolated,,missing,83.63,interpolated,92.375,interpolated,92.448537,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:03,2022-03-21T06:13:03Z,1647843183.000,109.817787,23.540951,29100,8869.679688,455,842.659973,0,0,103,2101,none,,,,,,,,1,1647554687.600,288495.4,482.1391,2022-03-21 14:13:03,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2586.706399,interpolated,,missing,83.585338,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:04,2022-03-21T06:13:04Z,1647843184.000,109.820427,23.540409,29100,8869.679688,455,842.659973,0,0,103,2101,none,,,,,,,,1,1647554687.600,288496.4,481.1391,2022-03-21 14:13:04,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.991107,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.8,observed,-3.44,observed,-2.59,observed,3.91,observed,,missing,,missing,2578.706399,interpolated,,missing,83.520338,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:05,2022-03-21T06:13:05Z,1647843185.000,109.822693,23.53993,29100,8869.679688,455,842.659973,0,0,103,2101,none,,,,,,,,1,1647554687.600,288497.4,480.1391,2022-03-21 14:13:05,29095,interpolated,453.5,interpolated,104.06,interpolated,2.81,interpolated,0.53,interpolated,-0.04408,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.9882,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.59,observed,3.91,observed,-1,interpolated,2594.587202,interpolated,2576,interpolated,83.524323,interpolated,83.589323,interpolated,92.375,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:06,2022-03-21T06:13:06Z,1647843186.000,109.824928,23.53949,29100,8869.679688,455,842.659973,0,0,103,2101,none,,,,,,,,1,1647554687.600,288498.4,479.1391,2022-03-21 14:13:06,29095.2484,interpolated,453.5,interpolated,104.06,interpolated,2.81,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9905,interpolated,0.0469,observed,-0.0142,observed,0.66,observed,3.16,observed,-3.85,observed,-3.39,observed,-2.54,observed,3.91,observed,-1,interpolated,2608,interpolated,2576,interpolated,83.605677,interpolated,83.63,interpolated,92.488963,interpolated,92.426463,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:07,2022-03-21T06:13:07Z,1647843187.000,109.826729,23.53908,29100,8869.679688,455,842.659973,0,0,103,2101,nearest,0.840,2022-03-21 06:13:07Z.840,P,29100,455,102,0,1,1647554687.600,288499.4,478.1391,2022-03-21 14:13:07,29095.2484,interpolated,453.5,interpolated,104.06,interpolated,2.81,interpolated,0.53,interpolated,0,interpolated,0,interpolated,0,interpolated,0.989046,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,2.81,observed,-3.8,observed,-3.39,observed,-2.54,observed,3.86,observed,-1,interpolated,2605.412798,interpolated,2576,interpolated,83.5,interpolated,83.540677,interpolated,92.386037,interpolated,92.448537,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:08,2022-03-21T06:13:08Z,1647843188.000,109.829811,23.538441,29100,8869.679688,455,842.659973,0,0,103,2101,nearest,0.160,2022-03-21 06:13:07Z.840,P,29100,455,102,0,1,1647554687.600,288500.4,477.1391,2022-03-21 14:13:08,29096,interpolated,453.5,interpolated,104.41,interpolated,2.81,interpolated,0.53,interpolated,0,interpolated,0,interpolated,0,interpolated,0.991346,interpolated,0.0469,observed,-0.0142,observed,0.66,observed,2.81,observed,-3.8,observed,-3.39,observed,-2.49,observed,3.86,observed,-1,interpolated,2594.587202,interpolated,2576,interpolated,83.524323,interpolated,83.5,interpolated,92.488963,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:09,2022-03-21T06:13:09Z,1647843189.000,109.831642,23.538071,29100,8869.679688,455,842.659973,64,0,103,2101,none,,,,,,,,1,1647554687.600,288501.4,476.1391,2022-03-21 14:13:09,29096,interpolated,453,interpolated,104.41,interpolated,2.710652,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9928,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,2.81,observed,-3.75,observed,-3.39,observed,-2.49,observed,3.81,observed,-1,interpolated,2608,interpolated,2576,interpolated,83.63,interpolated,83.589323,interpolated,92.5,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:10,2022-03-21T06:13:10Z,1647843190.000,109.83342,23.537701,29100,8869.679688,455,842.659973,64,0,103,2101,none,,,,,,,,1,1647554687.600,288502.4,475.1391,2022-03-21 14:13:10,29097,interpolated,453,interpolated,104.41,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.991954,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.75,observed,-3.44,observed,-2.54,observed,3.86,observed,-1,interpolated,,missing,2576,interpolated,,missing,83.540677,interpolated,92.5,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:11,2022-03-21T06:13:11Z,1647843191.000,109.836067,23.53714,29100,8869.679688,455,842.659973,64,0,103,2101,none,,,,,,,,1,1647554687.600,288503.4,474.1391,2022-03-21 14:13:11,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2576,interpolated,,missing,83.5,interpolated,92.5,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:12,2022-03-21T06:13:12Z,1647843192.000,109.83831,23.536699,29100,8869.679688,455,842.659973,64,0,103,2101,none,,,,,,,,1,1647554687.600,288504.4,473.1391,2022-03-21 14:13:12,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.991346,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.8,observed,-3.44,observed,-2.54,observed,3.86,observed,,missing,,missing,2576,interpolated,,missing,83.5,interpolated,92.5,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:13,2022-03-21T06:13:13Z,1647843193.000,109.840553,23.536209,29100,8869.679688,455,842.659973,64,0,103,2101,nearest,0.082,2022-03-21 06:13:13Z.082,P,29100,455,102,64,1,1647554687.600,288505.4,472.1391,2022-03-21 14:13:13,29099.2484,interpolated,453,interpolated,104.41,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.989654,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.8,observed,-3.44,observed,-2.54,observed,3.86,observed,-1,interpolated,2594.587202,interpolated,2576,interpolated,83.63,interpolated,83.5,interpolated,92.5,interpolated,92.375,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:14,2022-03-21T06:13:14Z,1647843194.000,109.842812,23.53578,29100,8869.679688,455,842.659973,64,0,103,2101,nearest,0.918,2022-03-21 06:13:13Z.082,P,29100,455,102,64,1,1647554687.600,288506.4,471.1391,2022-03-21 14:13:14,29100.7516,interpolated,453,interpolated,104.41,interpolated,2.64,interpolated,0.53,interpolated,0,interpolated,0,interpolated,0,interpolated,0.9882,interpolated,0.0469,observed,-0.0142,observed,0.64,observed,3.16,observed,-3.85,observed,-3.44,observed,-2.49,observed,3.86,observed,-1,interpolated,2608,interpolated,2576,interpolated,83.63,interpolated,83.589323,interpolated,92.5,interpolated,92.426463,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:15,2022-03-21T06:13:15Z,1647843195.000,109.844551,23.53537,29100,8869.679688,455,842.659973,64,0,103,2101,none,,,,,,,,1,1647554687.600,288507.4,470.1391,2022-03-21 14:13:15,29100.2484,interpolated,453,interpolated,104.41,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.9836,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.49,observed,3.86,observed,-1,interpolated,2608,interpolated,2586.587202,interpolated,83.63,interpolated,83.63,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:13:16,2022-03-21T06:13:16Z,1647843196.000,109.846802,23.53495,29100,8869.679688,455,842.659973,64,0,103,2101,none,,,,,,,,1,1647554687.600,288508.4,469.1391,2022-03-21 14:13:16,29102,interpolated,453,interpolated,104.41,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.982146,interpolated,0.0469,observed,-0.0162,observed,0.66,observed,3.16,observed,-3.8,observed,-3.39,observed,-2.54,observed,3.91,observed,-1,interpolated,2608,interpolated,2592,interpolated,83.63,interpolated,83.63,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
