sheet_sources,track_present,crash_present,flight_no,route,aircraft_no,aircraft_type,time_local_cst,time_utc,unix_time,longitude,latitude,altitude_ft,altitude_m,ground_speed_kn,ground_speed_kph,vertical_speed_fpm,vertical_speed_fpm_calc,heading_deg,squawk,fr24_match,fr24_time_delta_s,fr24_time_utc,fr24_no_position,fr24_altitude_ft,fr24_speed_kn,fr24_track_deg,fr24_vspeed_fpm
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:10,2022-03-21T05:16:10Z,1647839770.000,102.928726,25.11582,6825,2080.26001,162,300.023987,64,,219,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:11,2022-03-21T05:16:11Z,1647839771.000,102.928207,25.11516,6850,2087.879883,166,307.432007,192,1500.000592,219,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:12,2022-03-21T05:16:12Z,1647839772.000,102.927811,25.1147,6875,2095.5,169,312.988007,1024,1499.999649,219,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:13,2022-03-21T05:16:13Z,1647839773.000,102.927231,25.11405,6900,2103.120117,169,312.988007,1024,1499.999649,219,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:14,2022-03-21T05:16:14Z,1647839774.000,102.926743,25.11342,6925,2110.73999,170,314.839996,1472,1500.000592,219,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:15,2022-03-21T05:16:15Z,1647839775.000,102.926277,25.112921,6975,2125.97998,170,314.839996,1856,2999.999299,218,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:16,2022-03-21T05:16:16Z,1647839776.000,102.925781,25.11228,7000,2133.600098,170,314.839996,2048,1500.000592,218,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:17,2022-03-21T05:16:17Z,1647839777.000,102.925011,25.111401,7050,2148.840088,171,316.691986,2368,2999.999299,218,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:18,2022-03-21T05:16:18Z,1647839778.000,102.92469,25.111019,7075,2156.459961,170,314.839996,2496,1499.999649,218,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:19,2022-03-21T05:16:19Z,1647839779.000,102.924187,25.110399,7125,2171.699951,170,314.839996,2752,3000.001185,217,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:20,2022-03-21T05:16:20Z,1647839780.000,102.923698,25.10977,7175,2186.939941,170,314.839996,2880,2999.999299,217,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:21,2022-03-21T05:16:21Z,1647839781.000,102.92318,25.109159,7225,2202.179932,169,312.988007,3008,2999.999299,217,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:22,2022-03-21T05:16:22Z,1647839782.000,102.922668,25.108509,7275,2217.419922,170,314.839996,3008,3000.001185,217,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:23,2022-03-21T05:16:23Z,1647839783.000,102.922157,25.10788,7300,2225.040039,169,312.988007,2944,1499.999649,217,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:24,2022-03-21T05:16:24Z,1647839784.000,102.921631,25.107201,7350,2240.280029,170,314.839996,2944,3000.001185,216,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:25,2022-03-21T05:16:25Z,1647839785.000,102.921143,25.10655,7400,2255.52002,170,314.839996,3008,2999.999299,216,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:26,2022-03-21T05:16:26Z,1647839786.000,102.920532,25.10577,7475,2278.379883,170,314.839996,3136,4499.998948,216,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:27,2022-03-21T05:16:27Z,1647839787.000,102.920029,25.10516,7525,2293.620117,170,314.839996,3136,3000.001185,216,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:28,2022-03-21T05:16:28Z,1647839788.000,102.919571,25.10449,7575,2308.860107,169,312.988007,3392,2999.999299,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:29,2022-03-21T05:16:29Z,1647839789.000,102.919037,25.103849,7625,2324.100098,169,312.988007,3392,2999.999299,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:30,2022-03-21T05:16:30Z,1647839790.000,102.918549,25.10321,7675,2339.340088,169,312.988007,3328,3000.001185,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:31,2022-03-21T05:16:31Z,1647839791.000,102.91806,25.102551,7700,2346.959961,169,312.988007,3072,1499.999649,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:32,2022-03-21T05:16:32Z,1647839792.000,102.91758,25.101879,7750,2362.199951,171,316.691986,2752,3000.001185,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:33,2022-03-21T05:16:33Z,1647839793.000,102.916969,25.101101,7775,2369.820068,171,316.691986,2368,1499.999649,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:34,2022-03-21T05:16:34Z,1647839794.000,102.916496,25.10041,7800,2377.439941,172,318.544006,2048,1499.999649,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:35,2022-03-21T05:16:35Z,1647839795.000,102.916161,25.10005,7825,2385.060059,173,320.395996,1920,1500.000592,215,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:36,2022-03-21T05:16:36Z,1647839796.000,102.91555,25.09923,7850,2392.679932,174,322.247986,1792,1499.999649,215,2101,nearest,0.242,2022-03-21 05:16:36Z.242,N,7850,174,214,1792
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:37,2022-03-21T05:16:37Z,1647839797.000,102.915047,25.098551,7875,2400.300049,175,324.100006,1728,1499.999649,216,2101,nearest,0.758,2022-03-21 05:16:36Z.242,N,7850,174,214,1792
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:38,2022-03-21T05:16:38Z,1647839798.000,102.914528,25.0979,7925,2415.540039,176,325.951996,1856,3000.001185,216,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:39,2022-03-21T05:16:39Z,1647839799.000,102.913963,25.09724,7950,2423.159912,176,325.951996,2176,1499.999649,217,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:40,2022-03-21T05:16:40Z,1647839800.000,102.913406,25.096569,8000,2438.399902,177,327.803986,2176,3000.001185,218,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:41,2022-03-21T05:16:41Z,1647839801.000,102.912819,25.09594,8025,2446.02002,178,329.656006,2240,1499.999649,218,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:42,2022-03-21T05:16:42Z,1647839802.000,102.912407,25.09543,8075,2461.26001,178,329.656006,2496,2999.999299,218,2101,nearest,0.802,2022-03-21 05:16:42Z.802,P,8100,178,218,2624
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:43,2022-03-21T05:16:43Z,1647839803.000,102.911827,25.09479,8125,2476.5,178,329.656006,2624,3000.001185,219,2101,nearest,0.198,2022-03-21 05:16:42Z.802,P,8100,178,218,2624
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:44,2022-03-21T05:16:44Z,1647839804.000,102.91127,25.09412,8150,2484.120117,178,329.656006,2752,1499.999649,219,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:45,2022-03-21T05:16:45Z,1647839805.000,102.91066,25.09351,8200,2499.360107,178,329.656006,2816,2999.999299,220,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:46,2022-03-21T05:16:46Z,1647839806.000,102.91008,25.092871,8225,2506.97998,178,329.656006,2560,1500.000592,221,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:47,2022-03-21T05:16:47Z,1647839807.000,102.909348,25.092119,8250,2514.600098,178,329.656006,2304,1499.999649,222,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:48,2022-03-21T05:16:48Z,1647839808.000,102.908684,25.091539,8300,2529.840088,179,331.507996,2048,2999.999299,223,2101,nearest,0.212,2022-03-21 05:16:48Z.212,P,8300,179,222,2048
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:49,2022-03-21T05:16:49Z,1647839809.000,102.908051,25.09091,8325,2537.459961,179,331.507996,1856,1500.000592,224,2101,nearest,0.788,2022-03-21 05:16:48Z.212,P,8300,179,222,2048
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:50,2022-03-21T05:16:50Z,1647839810.000,102.907539,25.09045,8350,2545.080078,181,335.212006,1344,1499.999649,226,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:51,2022-03-21T05:16:51Z,1647839811.000,102.906853,25.08989,8350,2545.080078,181,335.212006,1344,0,226,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:52,2022-03-21T05:16:52Z,1647839812.000,102.906036,25.089199,8375,2552.699951,182,337.063995,1088,1499.999649,227,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:53,2022-03-21T05:16:53Z,1647839813.000,102.905312,25.088579,8375,2552.699951,183,338.915985,1024,0,228,2101,nearest,0.632,2022-03-21 05:16:53Z.632,P,8400,183,227,1024
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:54,2022-03-21T05:16:54Z,1647839814.000,102.904739,25.08812,8400,2560.320068,185,342.619995,768,1500.000592,229,2101,nearest,0.368,2022-03-21 05:16:53Z.632,P,8400,183,227,1024
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:55,2022-03-21T05:16:55Z,1647839815.000,102.904053,25.087549,8400,2560.320068,185,342.619995,768,0,229,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:56,2022-03-21T05:16:56Z,1647839816.000,102.903343,25.087,8425,2567.939941,187,346.324005,832,1499.999649,229,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:57,2022-03-21T05:16:57Z,1647839817.000,102.90258,25.086411,8450,2575.560059,188,348.175995,960,1500.000592,229,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:58,2022-03-21T05:16:58Z,1647839818.000,102.90184,25.08584,8475,2583.179932,189,350.028015,1152,1499.999649,230,2101,nearest,0.059,2022-03-21 05:16:58Z.059,N,8450,189,229,1152
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:16:59,2022-03-21T05:16:59Z,1647839819.000,102.900948,25.08514,8500,2590.800049,190,351.880005,1344,1500.000592,230,2101,nearest,0.054,2022-03-21 05:16:59Z.054,P,8500,190,229,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:00,2022-03-21T05:17:00Z,1647839820.000,102.900238,25.08453,8525,2598.419922,191,353.731995,1408,1499.999649,230,2101,nearest,0.946,2022-03-21 05:16:59Z.054,P,8500,190,229,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:01,2022-03-21T05:17:01Z,1647839821.000,102.899498,25.083981,8550,2606.040039,192,355.584015,1536,1499.999649,230,2101,nearest,0.235,2022-03-21 05:17:01Z.235,N,8550,191,229,960
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:02,2022-03-21T05:17:02Z,1647839822.000,102.898712,25.083389,8575,2613.659912,192,355.584015,1600,1500.000592,230,2101,nearest,0.765,2022-03-21 05:17:01Z.235,N,8550,191,229,960
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:03,2022-03-21T05:17:03Z,1647839823.000,102.897949,25.082809,8575,2613.659912,193,357.436005,1472,0,230,2101,nearest,0.058,2022-03-21 05:17:02Z.942,P,8575,192,229,1600
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:04,2022-03-21T05:17:04Z,1647839824.000,102.897186,25.082199,8600,2621.280029,195,361.140015,1280,1499.999649,230,2101,nearest,0.664,2022-03-21 05:17:04Z.664,P,8600,197,229,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:05,2022-03-21T05:17:05Z,1647839825.000,102.896584,25.081739,8625,2628.899902,197,364.843994,1088,1500.000592,230,2101,nearest,0.336,2022-03-21 05:17:04Z.664,P,8600,197,229,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:06,2022-03-21T05:17:06Z,1647839826.000,102.895462,25.0809,8625,2628.899902,198,366.696014,896,0,230,2101,nearest,0.029,2022-03-21 05:17:06Z.029,P,8625,198,229,896
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:07,2022-03-21T05:17:07Z,1647839827.000,102.894691,25.08028,8650,2636.52002,199,368.548004,768,1500.000592,231,2101,nearest,0.971,2022-03-21 05:17:06Z.029,P,8625,198,229,896
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:08,2022-03-21T05:17:08Z,1647839828.000,102.894028,25.079821,8650,2636.52002,200,370.399994,640,0,231,2101,nearest,0.665,2022-03-21 05:17:08Z.665,P,8650,200,230,640
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:09,2022-03-21T05:17:09Z,1647839829.000,102.893227,25.07918,8650,2636.52002,203,375.955994,704,0,231,2101,nearest,0.335,2022-03-21 05:17:08Z.665,P,8650,200,230,640
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:10,2022-03-21T05:17:10Z,1647839830.000,102.892464,25.078581,8675,2644.139893,204,377.808014,640,1500.000592,231,2101,nearest,0.248,2022-03-21 05:17:10Z.248,P,8675,204,230,640
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:11,2022-03-21T05:17:11Z,1647839831.000,102.891632,25.077971,8675,2644.139893,205,379.660004,768,0,231,2101,nearest,0.420,2022-03-21 05:17:11Z.420,P,8700,203,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:12,2022-03-21T05:17:12Z,1647839832.000,102.891006,25.077459,8700,2651.76001,208,385.216003,960,1499.999649,231,2101,nearest,0.580,2022-03-21 05:17:11Z.420,P,8700,203,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:13,2022-03-21T05:17:13Z,1647839833.000,102.890167,25.076839,8725,2659.379883,208,385.216003,960,1500.000592,231,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:14,2022-03-21T05:17:14Z,1647839834.000,102.889351,25.0762,8750,2667,209,387.067993,1024,1499.999649,231,2101,nearest,0.531,2022-03-21 05:17:14Z.531,P,8750,209,230,1024
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:15,2022-03-21T05:17:15Z,1647839835.000,102.888542,25.07556,8775,2674.620117,210,388.920013,1088,1500.000592,231,2101,nearest,0.469,2022-03-21 05:17:14Z.531,P,8750,209,230,1024
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:16,2022-03-21T05:17:16Z,1647839836.000,102.887383,25.074711,8800,2682.23999,211,390.772003,1408,1499.999649,231,2101,nearest,0.507,2022-03-21 05:17:15Z.493,P,8775,210,230,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:17,2022-03-21T05:17:17Z,1647839837.000,102.886864,25.074329,8825,2689.860107,211,390.772003,1792,1499.999649,231,2101,nearest,0.375,2022-03-21 05:17:17Z.375,P,8825,203,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:18,2022-03-21T05:17:18Z,1647839838.000,102.886032,25.07369,8850,2697.47998,211,390.772003,1984,1500.000592,231,2101,nearest,0.625,2022-03-21 05:17:17Z.375,P,8825,203,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:19,2022-03-21T05:17:19Z,1647839839.000,102.88488,25.072769,8875,2705.100098,213,394.476013,1920,1499.999649,231,2101,nearest,0.746,2022-03-21 05:17:19Z.746,P,8875,211,230,1984
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:20,2022-03-21T05:17:20Z,1647839840.000,102.884171,25.072269,8900,2712.719971,213,394.476013,1728,1499.999649,231,2101,nearest,0.254,2022-03-21 05:17:19Z.746,P,8875,211,230,1984
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:21,2022-03-21T05:17:21Z,1647839841.000,102.883499,25.07176,8925,2720.340088,215,398.179993,1344,1500.000592,231,2101,nearest,0.137,2022-03-21 05:17:21Z.137,P,8925,215,230,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:22,2022-03-21T05:17:22Z,1647839842.000,102.88266,25.071131,8925,2720.340088,216,400.032013,1088,0,231,2101,nearest,0.863,2022-03-21 05:17:21Z.137,P,8925,215,230,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:23,2022-03-21T05:17:23Z,1647839843.000,102.88163,25.070339,8950,2727.959961,218,403.735992,1088,1500.000592,231,2101,nearest,0.219,2022-03-21 05:17:23Z.219,P,8950,216,230,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:24,2022-03-21T05:17:24Z,1647839844.000,102.880898,25.06982,8950,2727.959961,219,405.588013,896,0,231,2101,nearest,0.781,2022-03-21 05:17:23Z.219,P,8950,216,230,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:25,2022-03-21T05:17:25Z,1647839845.000,102.880051,25.069151,8975,2735.580078,221,409.291992,704,1499.999649,231,2101,nearest,0.418,2022-03-21 05:17:25Z.418,P,8975,221,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:26,2022-03-21T05:17:26Z,1647839846.000,102.879143,25.06847,8975,2735.580078,222,411.144012,704,0,231,2101,nearest,0.579,2022-03-21 05:17:26Z.579,P,8975,222,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:27,2022-03-21T05:17:27Z,1647839847.000,102.878273,25.067829,9000,2743.199951,225,416.700012,704,1499.999649,231,2101,nearest,0.421,2022-03-21 05:17:26Z.579,P,8975,222,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:28,2022-03-21T05:17:28Z,1647839848.000,102.87738,25.06712,9000,2743.199951,226,418.552002,576,0,231,2101,nearest,0.670,2022-03-21 05:17:28Z.670,P,9000,225,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:29,2022-03-21T05:17:29Z,1647839849.000,102.876289,25.06633,9025,2750.820068,228,422.256012,640,1500.000592,231,2101,nearest,0.330,2022-03-21 05:17:28Z.670,P,9000,225,230,704
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:30,2022-03-21T05:17:30Z,1647839850.000,102.875366,25.06563,9050,2758.439941,230,425.959991,896,1499.999649,231,2101,nearest,0.756,2022-03-21 05:17:30Z.756,P,9050,230,230,896
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:31,2022-03-21T05:17:31Z,1647839851.000,102.87442,25.06498,9050,2758.439941,230,425.959991,896,0,231,2101,nearest,0.244,2022-03-21 05:17:30Z.756,P,9050,230,230,896
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:32,2022-03-21T05:17:32Z,1647839852.000,102.873543,25.064301,9075,2766.060059,233,431.515991,1344,1500.000592,231,2101,nearest,0.337,2022-03-21 05:17:31Z.663,P,9075,230,230,896
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:33,2022-03-21T05:17:33Z,1647839853.000,102.872772,25.063709,9100,2773.679932,234,433.368011,1344,1499.999649,231,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:34,2022-03-21T05:17:34Z,1647839854.000,102.871834,25.06303,9125,2781.300049,234,433.368011,1408,1500.000592,231,2101,nearest,0.090,2022-03-21 05:17:34Z.090,P,9100,233,230,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:35,2022-03-21T05:17:35Z,1647839855.000,102.870941,25.06233,9150,2788.919922,234,433.368011,1408,1499.999649,231,2101,nearest,0.910,2022-03-21 05:17:34Z.090,P,9100,233,230,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:36,2022-03-21T05:17:36Z,1647839856.000,102.86982,25.06151,9175,2796.540039,235,435.220001,1344,1499.999649,231,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:37,2022-03-21T05:17:37Z,1647839857.000,102.868652,25.06064,9200,2804.159912,237,438.924011,1216,1500.000592,231,2101,nearest,0.073,2022-03-21 05:17:37Z.073,P,9175,235,230,1344
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:38,2022-03-21T05:17:38Z,1647839858.000,102.867889,25.060089,9200,2804.159912,238,440.776001,1280,0,231,2101,nearest,0.667,2022-03-21 05:17:37Z.333,P,9200,237,230,1216
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:39,2022-03-21T05:17:39Z,1647839859.000,102.866768,25.059219,9225,2811.780029,240,444.480011,1152,1499.999649,231,2101,nearest,0.494,2022-03-21 05:17:39Z.494,P,9225,238,230,1280
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:40,2022-03-21T05:17:40Z,1647839860.000,102.865822,25.05851,9250,2819.399902,241,446.332001,1088,1500.000592,231,2101,nearest,0.506,2022-03-21 05:17:39Z.494,P,9225,238,230,1280
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:41,2022-03-21T05:17:41Z,1647839861.000,102.865242,25.058069,9250,2819.399902,242,448.18399,1216,0,231,2101,nearest,0.852,2022-03-21 05:17:41Z.852,P,9275,242,230,1216
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:42,2022-03-21T05:17:42Z,1647839862.000,102.863853,25.05707,9275,2827.02002,243,450.036011,1216,1500.000592,232,2101,nearest,0.148,2022-03-21 05:17:41Z.852,P,9275,242,230,1216
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:43,2022-03-21T05:17:43Z,1647839863.000,102.863068,25.056511,9300,2834.639893,245,453.73999,1152,1499.999649,232,2101,nearest,0.065,2022-03-21 05:17:42Z.935,P,9300,245,231,1152
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:44,2022-03-21T05:17:44Z,1647839864.000,102.861877,25.05562,9325,2842.26001,246,455.59201,1024,1499.999649,232,2101,nearest,0.802,2022-03-21 05:17:44Z.802,P,9300,242,230,1216
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:45,2022-03-21T05:17:45Z,1647839865.000,102.861282,25.055189,9325,2842.26001,248,459.29599,896,0,232,2101,nearest,0.198,2022-03-21 05:17:44Z.802,P,9300,242,230,1216
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:46,2022-03-21T05:17:46Z,1647839866.000,102.859909,25.05418,9350,2849.879883,249,461.14801,896,1499.999649,232,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:47,2022-03-21T05:17:47Z,1647839867.000,102.858887,25.05341,9350,2849.879883,251,464.85199,960,0,232,2101,nearest,0.207,2022-03-21 05:17:47Z.207,P,9350,251,231,960
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:48,2022-03-21T05:17:48Z,1647839868.000,102.858307,25.052971,9375,2857.5,252,466.70401,960,1500.000592,231,2101,nearest,0.793,2022-03-21 05:17:47Z.207,P,9350,251,231,960
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:49,2022-03-21T05:17:49Z,1647839869.000,102.857109,25.05209,9400,2865.120117,254,470.40799,1088,1499.999649,231,2101,nearest,0.155,2022-03-21 05:17:48Z.845,P,9400,254,230,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:50,2022-03-21T05:17:50Z,1647839870.000,102.856087,25.0513,9425,2872.73999,255,472.26001,1344,1500.000592,231,2101,nearest,0.489,2022-03-21 05:17:49Z.511,P,9400,254,230,1088
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:51,2022-03-21T05:17:51Z,1647839871.000,102.855087,25.05055,9475,2887.97998,256,474.112,1728,2999.999299,231,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:52,2022-03-21T05:17:52Z,1647839872.000,102.85405,25.04974,9525,2903.219971,256,474.112,2112,2999.999299,231,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:53,2022-03-21T05:17:53Z,1647839873.000,102.852882,25.04883,9575,2918.459961,257,475.963989,2496,3000.001185,230,2101,nearest,0.209,2022-03-21 05:17:53Z.209,P,9525,256,230,2112
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:54,2022-03-21T05:17:54Z,1647839874.000,102.852074,25.048229,9625,2933.699951,256,474.112,3200,2999.999299,230,2101,nearest,0.791,2022-03-21 05:17:53Z.209,P,9525,256,230,2112
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:55,2022-03-21T05:17:55Z,1647839875.000,102.851097,25.04743,9675,2948.939941,256,474.112,3200,2999.999299,230,2101,nearest,0.311,2022-03-21 05:17:55Z.311,P,9650,256,229,3200
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:56,2022-03-21T05:17:56Z,1647839876.000,102.850143,25.04668,9725,2964.179932,255,472.26001,3520,3000.001185,230,2101,nearest,0.689,2022-03-21 05:17:55Z.311,P,9650,256,229,3200
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:57,2022-03-21T05:17:57Z,1647839877.000,102.849129,25.0459,9800,2987.040039,254,470.40799,3840,4499.998948,229,2101,none,,,,,,,
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:58,2022-03-21T05:17:58Z,1647839878.000,102.848358,25.04524,9850,3002.280029,254,470.40799,3840,3000.001185,229,2101,nearest,0.047,2022-03-21 05:17:58Z.047,P,9825,254,228,3840
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 13:17:59,2022-03-21T05:17:59Z,1647839879.000,102.847389,25.044479,9900,3017.52002,254,470.40799,3840,2999.999299,229,2101,nearest,0.443,2022-03-21 05:17:59Z.443,P,9925,254,228,3840
