sheet_sources,track_present,crash_present,flight_no,route,aircraft_no,aircraft_type,time_local_cst,time_utc,unix_time,longitude,latitude,altitude_ft,altitude_m,ground_speed_kn,ground_speed_kph,vertical_speed_fpm,vertical_speed_fpm_calc,heading_deg,squawk,fr24_match,fr24_time_delta_s,fr24_time_utc,fr24_no_position,fr24_altitude_ft,fr24_speed_kn,fr24_track_deg,fr24_vspeed_fpm,fdr_overlap,fdr_offset_s,fdr_time_abs,seconds_to_fdr_end,fdr_time_local_cst,fdr_altitude_press,fdr_altitude_press_quality,fdr_ground_spd,fdr_ground_spd_quality,fdr_heading,fdr_heading_quality,fdr_pitch_angle,fdr_pitch_angle_quality,fdr_roll_angle,fdr_roll_angle_quality,fdr_roll_rate,fdr_roll_rate_quality,fdr_absolute_roll_rate,fdr_absolute_roll_rate_quality,fdr_yaw_rate,fdr_yaw_rate_quality,fdr_accel_vert,fdr_accel_vert_quality,fdr_accel_long,fdr_accel_long_quality,fdr_accel_lat,fdr_accel_lat_quality,fdr_ctrl_col_pos_l,fdr_ctrl_col_pos_l_quality,fdr_ctrl_whl_pos_l,fdr_ctrl_whl_pos_l_quality,fdr_elevator_l,fdr_elevator_l_quality,fdr_elevator_r,fdr_elevator_r_quality,fdr_aileron_l,fdr_aileron_l_quality,fdr_aileron_r,fdr_aileron_r_quality,fdr_rudder,fdr_rudder_quality,fdr_eng1_fuel_flow,fdr_eng1_fuel_flow_quality,fdr_eng2_fuel_flow,fdr_eng2_fuel_flow_quality,fdr_eng1_n1,fdr_eng1_n1_quality,fdr_eng2_n1,fdr_eng2_n1_quality,fdr_eng1_n2_actual,fdr_eng1_n2_actual_quality,fdr_eng2_n2_actual,fdr_eng2_n2_actual_quality,fdr_eng1_cutoff_sw,fdr_eng1_cutoff_sw_quality,fdr_eng2_cutoff_sw,fdr_eng2_cutoff_sw_quality
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:19,2022-03-21T06:17:19Z,1647843439.000,110.389633,23.423861,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288751.4,226.1391,2022-03-21 14:17:19,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2592,interpolated,,missing,83.75,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:20,2022-03-21T06:17:20Z,1647843440.000,110.391853,23.4235,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288752.4,225.1391,2022-03-21 14:17:20,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.995,interpolated,0.049,observed,-0.0142,observed,0.35,observed,2.46,observed,-4.25,observed,-3.85,observed,-2.34,observed,3.71,observed,,missing,,missing,2592,interpolated,,missing,83.75,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:21,2022-03-21T06:17:21Z,1647843441.000,110.394119,23.42313,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288753.4,224.1391,2022-03-21 14:17:21,29103.7516,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.9905,interpolated,0.049,observed,-0.0142,observed,0.37,observed,2.46,observed,-4.2,observed,-3.8,observed,-2.34,observed,3.71,observed,-1,interpolated,2608,interpolated,2592,interpolated,83.63,interpolated,83.75,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:22,2022-03-21T06:17:22Z,1647843442.000,110.39724,23.422621,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288754.4,223.1391,2022-03-21 14:17:22,29102.2484,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.996454,interpolated,0.051,observed,-0.0142,observed,0.35,observed,2.46,observed,-4.25,observed,-3.85,observed,-2.39,observed,3.76,observed,-1,interpolated,2610.587202,interpolated,2602.587202,interpolated,83.652452,interpolated,83.75,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:23,2022-03-21T06:17:23Z,1647843443.000,110.399071,23.42234,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288755.4,222.1391,2022-03-21 14:17:23,29102,interpolated,453.5,interpolated,101.6,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.991954,interpolated,0.051,observed,-0.0142,observed,0.35,observed,2.46,observed,-4.25,observed,-3.85,observed,-2.39,observed,3.76,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.75,interpolated,83.839323,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:24,2022-03-21T06:17:24Z,1647843444.000,110.401756,23.421869,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288756.4,221.1391,2022-03-21 14:17:24,29101.2484,interpolated,453.5,interpolated,101.6,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.995,interpolated,0.051,observed,-0.0142,observed,0.35,observed,2.46,observed,-4.25,observed,-3.8,observed,-2.39,observed,3.76,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:25,2022-03-21T06:17:25Z,1647843445.000,110.403542,23.421591,29100,8869.679688,454,840.807983,-64,0,100,2101,none,,,,,,,,1,1647554687.600,288757.4,220.1391,2022-03-21 14:17:25,29101.7516,interpolated,453.5,interpolated,101.6,interpolated,2.64,interpolated,0.35,interpolated,0,interpolated,-0.0625,interpolated,-0.1,interpolated,0.99419,interpolated,0.049,observed,-0.0142,observed,0.35,observed,2.46,observed,-4.25,observed,-3.85,observed,-2.34,observed,3.76,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:26,2022-03-21T06:17:26Z,1647843446.000,110.405807,23.421249,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288758.4,219.1391,2022-03-21 14:17:26,29099.2484,interpolated,453.5,interpolated,101.6,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9928,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.3,observed,-3.85,observed,-2.39,observed,3.76,observed,-1,interpolated,,missing,2608,interpolated,,missing,83.790677,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:27,2022-03-21T06:17:27Z,1647843447.000,110.408073,23.420851,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288759.4,218.1391,2022-03-21 14:17:27,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2608,interpolated,,missing,83.794662,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:28,2022-03-21T06:17:28Z,1647843448.000,110.410301,23.420521,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288760.4,217.1391,2022-03-21 14:17:28,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.989046,interpolated,0.049,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.25,observed,-3.85,observed,-2.39,observed,3.81,observed,,missing,,missing,2608,interpolated,,missing,83.859662,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:29,2022-03-21T06:17:29Z,1647843449.000,110.412552,23.420151,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288761.4,216.1391,2022-03-21 14:17:29,29100,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,-0.05592,interpolated,-0.0625,interpolated,-0.1,interpolated,0.9928,interpolated,0.049,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.3,observed,-3.85,observed,-2.39,observed,3.76,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:30,2022-03-21T06:17:30Z,1647843450.000,110.414787,23.419781,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288762.4,215.1391,2022-03-21 14:17:30,29101,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.267924,interpolated,-0.1,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.9882,interpolated,0.049,observed,-0.0142,observed,0.35,observed,2.81,observed,-4.25,observed,-3.85,observed,-2.44,observed,3.86,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.774323,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:31,2022-03-21T06:17:31Z,1647843451.000,110.416641,23.41951,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288763.4,214.1391,2022-03-21 14:17:31,29101,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.18,interpolated,-0.1,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.989046,interpolated,0.049,observed,-0.0142,observed,0.35,observed,2.81,observed,-4.25,observed,-3.85,observed,-2.49,observed,3.86,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.855677,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:32,2022-03-21T06:17:32Z,1647843452.000,110.419342,23.41905,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288764.4,213.1391,2022-03-21 14:17:32,29101,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.18,interpolated,-0.1,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.996693,interpolated,0.051,observed,-0.0142,observed,0.35,observed,3.16,observed,-4.3,observed,-3.85,observed,-2.49,observed,3.86,observed,-1,interpolated,2624,interpolated,2597.412798,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:33,2022-03-21T06:17:33Z,1647843453.000,110.421547,23.418711,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288765.4,212.1391,2022-03-21 14:17:33,29100.7516,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.18,interpolated,-0.15592,interpolated,0,interpolated,0,interpolated,0.989654,interpolated,0.049,observed,-0.0162,observed,0.35,observed,3.52,observed,-4.3,observed,-3.9,observed,-2.64,observed,4,observed,-1,interpolated,2624,interpolated,2602.587202,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:34,2022-03-21T06:17:34Z,1647843454.000,110.423378,23.418381,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288766.4,211.1391,2022-03-21 14:17:34,29101,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.18,interpolated,0.1,interpolated,-0.0625,interpolated,-0.1,interpolated,0.989654,interpolated,0.049,observed,-0.0142,observed,0.31,observed,3.16,observed,-4.3,observed,-3.9,observed,-2.54,observed,3.91,observed,-1,interpolated,,missing,2618.587202,interpolated,,missing,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:35,2022-03-21T06:17:35Z,1647843455.000,110.426529,23.41791,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288767.4,210.1391,2022-03-21 14:17:35,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2618.706399,interpolated,,missing,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:36,2022-03-21T06:17:36Z,1647843456.000,110.427856,23.417681,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288768.4,209.1391,2022-03-21 14:17:36,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.9836,interpolated,0.049,observed,-0.0142,observed,0.33,observed,2.81,observed,-4.3,observed,-3.9,observed,-2.44,observed,3.81,observed,,missing,,missing,2610.706399,interpolated,,missing,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:37,2022-03-21T06:17:37Z,1647843457.000,110.43013,23.417311,29100,8869.679688,454,840.807983,0,0,100,2101,nearest,0.874,2022-03-21 06:17:37Z.874,P,29100,454,99,0,1,1647554687.600,288769.4,208.1391,2022-03-21 14:17:37,29101,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,0,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.9905,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.81,observed,-4.25,observed,-3.9,observed,-2.39,observed,3.81,observed,-1,interpolated,2610.587202,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:38,2022-03-21T06:17:38Z,1647843458.000,110.432823,23.416901,29100,8869.679688,454,840.807983,0,0,100,2101,nearest,0.126,2022-03-21 06:17:37Z.874,P,29100,454,99,0,1,1647554687.600,288770.4,207.1391,2022-03-21 14:17:38,29102,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.53,interpolated,0,interpolated,-0.0625,interpolated,-0.1,interpolated,0.9859,interpolated,0.049,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.35,observed,-3.85,observed,-2.39,observed,3.81,observed,-1,interpolated,2621.412798,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.551463,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:39,2022-03-21T06:17:39Z,1647843459.000,110.435081,23.416519,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288771.4,206.1391,2022-03-21 14:17:39,29102,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,-0.0625,interpolated,-0.1,interpolated,0.9905,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.3,observed,-3.9,observed,-2.39,observed,3.81,observed,-1,interpolated,2608,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.573537,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:40,2022-03-21T06:17:40Z,1647843460.000,110.437317,23.41617,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288772.4,205.1391,2022-03-21 14:17:40,29102,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9905,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.81,observed,-4.25,observed,-3.9,observed,-2.44,observed,3.81,observed,-1,interpolated,2608,interpolated,2608,interpolated,83.75,interpolated,83.790677,interpolated,92.5,interpolated,92.551463,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:41,2022-03-21T06:17:41Z,1647843461.000,110.439613,23.415819,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288773.4,204.1391,2022-03-21 14:17:41,29102,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.991346,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.81,observed,-4.3,observed,-3.85,observed,-2.49,observed,3.86,observed,-1,interpolated,2608,interpolated,2608,interpolated,83.75,interpolated,83.839323,interpolated,92.5,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:42,2022-03-21T06:17:42Z,1647843462.000,110.441856,23.41544,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288774.4,203.1391,2022-03-21 14:17:42,29101.7516,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,0.05592,interpolated,0,interpolated,0,interpolated,0.991954,interpolated,0.051,observed,-0.0142,observed,0.31,observed,2.81,observed,-4.3,observed,-3.9,observed,-2.49,observed,3.86,observed,-1,interpolated,,missing,2608,interpolated,,missing,83.88,interpolated,92.5,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:43,2022-03-21T06:17:43Z,1647843463.000,110.444077,23.415079,29100,8869.679688,454,840.807983,0,0,100,2101,nearest,0.990,2022-03-21 06:17:43Z.990,P,29100,454,99,0,1,1647554687.600,288775.4,202.1391,2022-03-21 14:17:43,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2613.293601,interpolated,,missing,83.88,interpolated,92.5,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:44,2022-03-21T06:17:44Z,1647843464.000,110.446777,23.41466,29100,8869.679688,454,840.807983,0,0,100,2101,nearest,0.010,2022-03-21 06:17:43Z.990,P,29100,454,99,0,1,1647554687.600,288776.4,201.1391,2022-03-21 14:17:44,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.9905,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.35,observed,-3.9,observed,-2.39,observed,3.76,observed,,missing,,missing,2621.293601,interpolated,,missing,83.88,interpolated,92.5,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:45,2022-03-21T06:17:45Z,1647843465.000,110.449051,23.414289,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288777.4,200.1391,2022-03-21 14:17:45,29102.7516,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.53,interpolated,-0.1,interpolated,-0.03885,interpolated,-0.06216,interpolated,0.9905,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.46,observed,-4.3,observed,-3.9,observed,-2.34,observed,3.71,observed,-1,interpolated,2621.412798,interpolated,2613.412798,interpolated,83.774323,interpolated,83.88,interpolated,92.5,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:46,2022-03-21T06:17:46Z,1647843466.000,110.450851,23.413971,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288778.4,199.1391,2022-03-21 14:17:46,29102.7516,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.443096,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9905,interpolated,0.051,observed,-0.0162,observed,0.33,observed,2.46,observed,-4.3,observed,-3.9,observed,-2.39,observed,3.81,observed,-1,interpolated,2608,interpolated,2608,interpolated,83.855677,interpolated,83.88,interpolated,92.5,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:47,2022-03-21T06:17:47Z,1647843467.000,110.453079,23.41363,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288779.4,198.1391,2022-03-21 14:17:47,29102.7516,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.9859,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.81,observed,-4.35,observed,-3.9,observed,-2.49,observed,3.86,observed,-1,interpolated,2610.587202,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.573537,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:48,2022-03-21T06:17:48Z,1647843468.000,110.45578,23.413219,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288780.4,197.1391,2022-03-21 14:17:48,29103,interpolated,453.5,interpolated,101.25,interpolated,2.64,interpolated,0.35,interpolated,0.1,interpolated,-0.0625,interpolated,-0.1,interpolated,0.989046,interpolated,0.051,observed,-0.0142,observed,0.33,observed,2.81,observed,-4.25,observed,-3.9,observed,-2.44,observed,3.86,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.75,interpolated,83.88,interpolated,92.5,interpolated,92.5,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:49,2022-03-21T06:17:49Z,1647843469.000,110.457611,23.412889,29100,8869.679688,454,840.807983,0,0,100,2101,none,,,,,,,,1,1647554687.600,288781.4,196.1391,2022-03-21 14:17:49,29105,interpolated,453.5,interpolated,101.25,interpolated,2.534808,interpolated,0.35,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.9905,interpolated,0.051,observed,-0.0142,observed,0.31,observed,2.81,observed,-4.3,observed,-3.9,observed,-2.44,observed,3.81,observed,-1,interpolated,2624,interpolated,2608,interpolated,83.774323,interpolated,83.88,interpolated,92.5,interpolated,92.551463,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:50,2022-03-21T06:17:50Z,1647843470.000,110.459839,23.41255,29100,8869.679688,454,840.807983,64,0,100,2101,none,,,,,,,,1,1647554687.600,288782.4,195.1391,2022-03-21 14:17:50,29104.2484,interpolated,453.5,interpolated,101.25,interpolated,2.46,interpolated,0.35,interpolated,-0.1,interpolated,0,interpolated,0,interpolated,0.989654,interpolated,0.049,observed,-0.0142,observed,0.31,observed,3.16,observed,-4.3,observed,-3.9,observed,-2.49,observed,3.86,observed,-1,interpolated,,missing,2608,interpolated,,missing,83.88,interpolated,92.613963,interpolated,92.573537,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:51,2022-03-21T06:17:51Z,1647843471.000,110.46209,23.412189,29100,8869.679688,454,840.807983,64,0,100,2101,none,,,,,,,,1,1647554687.600,288783.4,194.1391,2022-03-21 14:17:51,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,2608,interpolated,,missing,83.88,interpolated,92.625,interpolated,92.525731,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:52,2022-03-21T06:17:52Z,1647843472.000,110.464378,23.411819,29100,8869.679688,454,840.807983,64,0,100,2101,none,,,,,,,,1,1647554687.600,288784.4,193.1391,2022-03-21 14:17:52,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,0.987354,interpolated,0.051,observed,-0.0142,observed,0.31,observed,3.16,observed,-4.3,observed,-3.9,observed,-2.54,observed,3.95,observed,,missing,,missing,2608,interpolated,,missing,83.88,interpolated,92.625,interpolated,92.588231,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:53,2022-03-21T06:17:53Z,1647843473.000,110.466614,23.411449,29100,8869.679688,454,840.807983,64,0,100,2101,none,,,,,,,,1,1647554687.600,288785.4,192.1391,2022-03-21 14:17:53,29106.7516,interpolated,454,interpolated,101.6,interpolated,2.46,interpolated,0.35,interpolated,0.1,interpolated,0,interpolated,0,interpolated,0.9859,interpolated,0.051,observed,-0.0142,observed,0.29,observed,2.81,observed,-4.41,observed,-3.9,observed,-2.44,observed,3.81,observed,-1,interpolated,2640,interpolated,2608,interpolated,84,interpolated,83.962452,interpolated,92.625,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:54,2022-03-21T06:17:54Z,1647843474.000,110.46888,23.411091,29100,8869.679688,454,840.807983,64,0,100,2101,none,,,,,,,,1,1647554687.600,288786.4,191.1391,2022-03-21 14:17:54,29107.2484,interpolated,454,interpolated,101.6,interpolated,2.46,interpolated,0.35,interpolated,0,interpolated,0,interpolated,0,interpolated,0.980454,interpolated,0.051,observed,-0.0142,observed,0.29,observed,2.81,observed,-4.35,observed,-3.9,observed,-2.39,observed,3.81,observed,-1,interpolated,2637.412798,interpolated,2608,interpolated,84,interpolated,84,interpolated,92.625,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:55,2022-03-21T06:17:55Z,1647843475.000,110.471573,23.410681,29100,8869.679688,455,842.659973,0,0,100,2101,none,,,,,,,,1,1647554687.600,288787.4,190.1391,2022-03-21 14:17:55,29106,interpolated,454,interpolated,101.6,interpolated,2.46,interpolated,0.53,interpolated,0.05592,interpolated,-0.0625,interpolated,-0.1,interpolated,0.980693,interpolated,0.049,observed,-0.0142,observed,0.29,observed,2.46,observed,-4.41,observed,-3.95,observed,-2.39,observed,3.81,observed,-1,interpolated,2629.174403,interpolated,2618.587202,interpolated,84,interpolated,84,interpolated,92.625,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
track,1,0,MU5735,KMG-CAN,B1791,B738,2022-03-21 14:17:56,2022-03-21T06:17:56Z,1647843476.000,110.473839,23.41028,29100,8869.679688,455,842.659973,0,0,100,2101,none,,,,,,,,1,1647554687.600,288788.4,189.1391,2022-03-21 14:17:56,29107,interpolated,454,interpolated,101.6,interpolated,2.46,interpolated,0.53,interpolated,-0.1,interpolated,-0.02365,interpolated,-0.03784,interpolated,0.978154,interpolated,0.049,observed,-0.0162,observed,0.29,observed,2.81,observed,-4.41,observed,-3.95,observed,-2.44,observed,3.81,observed,-1,interpolated,2653.412798,interpolated,2624,interpolated,84,interpolated,84,interpolated,92.625,interpolated,92.625,interpolated,RUN,nearest,RUN,nearest
